palette, ncolors, red, green, blue
coolwarm,,222,96,77
coolwarm,,213,80,66
coolwarm,,203,62,56
coolwarm,,192,40,47
coolwarm,,180,4,38
tol,1,68,119,170
tol,2,68,119,170
tol,2,204,102,119
tol,3,68,119,170
tol,3,221,204,119
tol,3,204,102,119
tol,4,68,119,170
tol,4,17,119,51
tol,4,221,204,119
tol,4,204,102,119
tol,5,51,34,136
tol,5,136,204,238
tol,5,17,119,51
tol,5,221,204,119
tol,5,204,102,119
tol,6,51,34,136
tol,6,136,204,238
tol,6,17,119,51
tol,6,221,204,119
tol,6,204,102,119
tol,6,170,68,153
tol,7,51,34,136
tol,7,136,204,238
tol,7,68,170,153
tol,7,17,119,51
tol,7,221,204,119
tol,7,204,102,119
tol,7,170,68,153
tol,8,51,34,136
tol,8,136,204,238
tol,8,68,170,153
tol,8,17,119,51
tol,8,153,153,51
tol,8,221,204,119
tol,8,204,102,119
tol,8,170,68,153
tol,9,51,34,136
tol,9,136,204,238
tol,9,68,170,153
tol,9,17,119,51
tol,9,153,153,51
tol,9,221,204,119
tol,9,204,102,119
tol,9,136,34,85
tol,9,170,68,153
tol,10,51,34,136
tol,10,136,204,238
tol,10,68,170,153
tol,10,17,119,51
tol,10,153,153,51
tol,10,221,204,119
tol,10,102,17,0
tol,10,204,102,119
tol,10,136,34,85
tol,10,170,68,153
tol,11,51,34,136
tol,11,102,153,204
tol,11,136,204,238
tol,11,68,170,153
tol,11,17,119,51
tol,11,153,153,51
tol,11,221,204,119
tol,11,102,17,0
tol,11,204,102,119
tol,11,136,34,85
tol,11,170,68,153
tol,12,51,34,136
tol,12,102,153,204
tol,12,136,204,238
tol,12,68,170,153
tol,12,17,119,51
tol,12,153,153,51
tol,12,221,204,119
tol,12,102,17,0
tol,12,204,102,119
tol,12,170,68,102
tol,12,136,34,85
tol,12,170,68,153
cubicyf, ,0.5151,0.0482,0.6697
cubicyf, ,0.5199,0.1762,0.8083
cubicyf, ,0.4884,0.2912,0.9234
cubicyf, ,0.4297,0.3855,0.9921
cubicyf, ,0.3893,0.4792,0.9775
cubicyf, ,0.3337,0.565,0.9056
cubicyf, ,0.2795,0.6419,0.8287
cubicyf, ,0.221,0.7123,0.7258
cubicyf, ,0.2468,0.7612,0.6248
cubicyf, ,0.2833,0.8125,0.5069
cubicyf, ,0.3198,0.8492,0.3956
cubicyf, ,0.3602,0.8896,0.2919
cubicyf, ,0.4568,0.9136,0.3018
cubicyf, ,0.6033,0.9255,0.3295
cubicyf, ,0.7066,0.9255,0.3414
cubicyf, ,0.8,0.9255,0.3529
isol, ,0.9102,0.2236,0.8997
isol, ,0.4027,0.3711,1
isol, ,0.0422,0.5904,0.5899
isol, ,0.0386,0.6206,0.0201
isol, ,0.5441,0.5428,0.011
isol, ,1,0.2288,0.1631
cubicl, ,0.4706,0,0.5216
cubicl, ,0.5137,0.0527,0.7096
cubicl, ,0.4942,0.2507,0.8781
cubicl, ,0.4296,0.3858,0.9922
cubicl, ,0.3691,0.5172,0.9495
cubicl, ,0.2963,0.6191,0.8515
cubicl, ,0.2199,0.7134,0.7225
cubicl, ,0.2643,0.7836,0.5756
cubicl, ,0.3094,0.8388,0.4248
cubicl, ,0.3623,0.8917,0.2858
cubicl, ,0.52,0.921,0.3137
cubicl, ,0.68,0.9255,0.3386
cubicl, ,0.8,0.9255,0.3529
cubicl, ,0.8706,0.8549,0.3608
cubicl, ,0.9514,0.7466,0.3686
cubicl, ,0.9765,0.5887,0.3569
linearl, ,0.0143,"	0.0143","	0.0143"
linearl, ,0.1413,"	0.0555","	0.1256"
linearl, ,0.1761,"	0.0911","	0.2782"
linearl, ,0.171,"	0.1314","	0.4540"
linearl, ,0.1074,"	0.2234","	0.4984"
linearl, ,0.0686,"	0.3044","	0.5068"
linearl, ,0.0008,"	0.3927","	0.4267"
linearl, ,0,"	0.4763","	0.3464"
linearl, ,0,"	0.5565","	0.2469"
linearl, ,0,"	0.6381","	0.1638"
linearl, ,0.2167,"	0.6966","	0.0000"
linearl, ,0.3898,"	0.7563","	0.0000"
linearl, ,0.6912,"	0.7795","	0.0000"
linearl, ,0.8548,"	0.8041","	0.4555"
linearl, ,0.9712,"	0.8429","	0.7287"
linearl, ,0.9692,"	0.9273","	0.8961"
linearlhot, ,0.0225,"	0.0121","	0.0121"
linearlhot, ,0.1927,"	0.0225","	0.0311"
linearlhot, ,0.3243,"	0.0106","	0.0000"
linearlhot, ,0.4463,"	0.0000","	0.0091"
linearlhot, ,0.5706,"	0.0000","	0.0737"
linearlhot, ,0.6969,"	0.0000","	0.1337"
linearlhot, ,0.8213,"	0.0000","	0.1792"
linearlhot, ,0.8636,"	0.0000","	0.0565"
linearlhot, ,0.8821,"	0.2555","	0.0000"
linearlhot, ,0.872,"	0.4182","	0.0000"
linearlhot, ,0.8424,"	0.5552","	0.0000"
linearlhot, ,0.8031,"	0.6776","	0.0000"
linearlhot, ,0.7659,"	0.7870","	0.0000"
linearlhot, ,0.817,"	0.8296","	0.0000"
linearlhot, ,0.8853,"	0.8896","	0.4113"
linearlhot, ,0.9481,"	0.9486","	0.7165"
parula,,0.2081,0.1663,0.5292
parula,,0.21162381,0.189780952,0.577676191
parula,,0.212252381,0.213771429,0.626971429
parula,,0.2081,0.2386,0.677085714
parula,,0.195904762,0.264457143,0.7279
parula,,0.170728571,0.291938095,0.779247619
parula,,0.125271429,0.324242857,0.830271429
parula,,0.059133333,0.359833333,0.868333333
parula,,0.011695238,0.387509524,0.881957143
parula,,0.005957143,0.408614286,0.882842857
parula,,0.016514286,0.4266,0.878633333
parula,,0.032852381,0.443042857,0.871957143
parula,,0.049814286,0.458571429,0.864057143
parula,,0.062933333,0.473690476,0.855438095
parula,,0.072266667,0.488666667,0.8467
parula,,0.077942857,0.503985714,0.838371429
parula,,0.079347619,0.52002381,0.831180952
parula,,0.074942857,0.537542857,0.826271429
parula,,0.064057143,0.556985714,0.823957143
parula,,0.048771429,0.57722381,0.822828571
parula,,0.034342857,0.596580952,0.819852381
parula,,0.0265,0.6137,0.8135
parula,,0.023890476,0.628661905,0.803761905
parula,,0.023090476,0.641785714,0.791266667
parula,,0.022771429,0.653485714,0.776757143
parula,,0.026661905,0.664195238,0.760719048
parula,,0.038371429,0.674271429,0.743552381
parula,,0.058971429,0.683757143,0.725385714
parula,,0.0843,0.692833333,0.706166667
parula,,0.113295238,0.7015,0.685857143
parula,,0.145271429,0.709757143,0.664628571
parula,,0.180133333,0.717657143,0.642433333
parula,,0.217828571,0.725042857,0.619261905
parula,,0.258642857,0.731714286,0.595428571
parula,,0.302171429,0.737604762,0.571185714
parula,,0.348166667,0.742433333,0.547266667
parula,,0.395257143,0.7459,0.524442857
parula,,0.442009524,0.748080952,0.503314286
parula,,0.48712381,0.749061905,0.483976191
parula,,0.530028571,0.749114286,0.466114286
parula,,0.570857143,0.748519048,0.449390476
parula,,0.609852381,0.747314286,0.433685714
parula,,0.6473,0.7456,0.4188
parula,,0.683419048,0.743476191,0.404433333
parula,,0.718409524,0.741133333,0.390476191
parula,,0.752485714,0.7384,0.376814286
parula,,0.785842857,0.735566667,0.363271429
parula,,0.818504762,0.732733333,0.349790476
parula,,0.850657143,0.7299,0.336028571
parula,,0.882433333,0.727433333,0.3217
parula,,0.913933333,0.725785714,0.306276191
parula,,0.944957143,0.726114286,0.288642857
parula,,0.973895238,0.731395238,0.266647619
parula,,0.993771429,0.745457143,0.240347619
parula,,0.999042857,0.765314286,0.216414286
parula,,0.995533333,0.786057143,0.196652381
parula,,0.988,0.8066,0.179366667
parula,,0.978857143,0.827142857,0.163314286
parula,,0.9697,0.848138095,0.147452381
parula,,0.962585714,0.870514286,0.1309
parula,,0.958871429,0.8949,0.113242857
parula,,0.95982381,0.921833333,0.094838095
parula,,0.9661,0.951442857,0.075533333
parula,,0.9763,0.9831,0.0538
kelly,,242,243,244
kelly,,34,34,34
kelly,,243,195,0
kelly,,135,86,146
kelly,,243,132,0
kelly,,161,202,241
kelly,,190,0,50
kelly,,194,178,128
kelly,,132,132,130
kelly,,0,136,86
kelly,,230,143,172
kelly,,0,103,165
kelly,,249,147,121
kelly,,96,78,151
kelly,,246,166,0
kelly,,179,68,108
kelly,,220,211,0
kelly,,136,45,23
kelly,,141,182,0
kelly,,101,69,34
kelly,,226,88,34
kelly,,43,61,38
okabe,,0,0,0
okabe,,230,159,0
okabe,,86,180,233
okabe,,0,158,115
okabe,,240,228,66
okabe,,0,114,178
okabe,,213,94,0
okabe,,204,121,167
watlington,,0,0,0
watlington,,87,87,87
watlington,,173,35,35
watlington,,42,75,215
watlington,,29,105,20
watlington,,129,74,25
watlington,,129,38,192
watlington,,160,160,160
watlington,,129,197,122
watlington,,157,175,255
watlington,,41,208,208
watlington,,255,146,51
watlington,,255,238,51
watlington,,233,222,187
watlington,,255,205,243
watlington,,242,243,244
